"","class","shippable","trans_elapsed_secs_d","time_delta","amount_delta","diff_avg_trans_amount_y","trans_count_d","trans_count_ratio_y","trans_total_y","notShippable_total_y","nonShippable_ratio_y","account_age","mean_time_delta_d","time_from_refDate","cust_ip_count_y","trans_card2_ratio_y","source_H","source_E","bill_loc_T","bill_loc_U","isWeekDay","spring","summer","fall","winter","bhours"
"43","0",1,-0.01011509,-0.1914661,1.301831,2.181906e-19,-0.198512,1,0.6579559,-0.2417568,0,-0.3450358,2.537621,1.450034,-0.0890118,1,1,0,1,0,0,0,0,0,1,1
"44","0",0,0.9810282,0.03705032,0.09912532,0.7819147,-0.198512,0.0625,3.556273,4.378388,0.6768382,5.68535,1.167292,0.9940791,1.363383,16,1,0,0,1,1,1,0,0,0,0
"45","0",1,1.06146,-0.218938,1.17175,2.181906e-19,-0.198512,1,0.5668688,-0.2417568,0,2.110211,-0.2443836,2.002965,-0.0890118,1,1,0,0,0,1,0,0,0,1,0
"46","0",0,-0.9750921,0.1509964,2.371527,-6.4301,-0.198512,0.25,3.18577,5.346538,0.9053787,-0.3289844,0.08387531,0.2342491,0.7824253,0.4444444,1,0,0,0,1,0,0,1,0,1
"47","0",1,-1.36945062267604,0.6639096022741,1.06502352278092,2.18190576893974e-19,-0.198511962336195,1,1.01966678303457,-0.241756803005203,0,1.63484224875115,-0.294236302937354,-0.814520831999288,-0.0890117975074001,1,1,0,0,1,1,0,0,0,1,1
"48","0",1,1.335412,0.8574618,-0.1149979,-0.02234977,-0.198512,0.5,0.1054544,0.1202262,0.4910213,-0.07710093,6.762154,-0.2014653,-0.0890118,2,1,0,0,1,0,0,0,0,1,0
"49","0",0,0.875051297126849,-0.0150838957203666,1.19686247438196,2.18190576893974e-19,-0.198511962336195,1,0.566868772605273,1.30959913816002,1,0.106872770159061,-0.212106589958889,-0.800166664995574,-0.0890117975074001,1,1,0,1,0,0,0,0,0,1,0
"50","0",1,-3.404622,-0.1680525,7.114967,2.181906e-19,-0.198512,1,5.549112,-0.2417568,0,0.455682,0.1372107,0.9332484,-0.0890118,1,1,0,0,1,0,0,0,0,1,0
"51","0",1,0.145018590267552,-0.232986176915832,0.240339490289856,2.18190576893974e-19,-0.198511962336195,1,-0.102920595054994,-0.241756803005203,0,2.48741834973526,-0.280682522517841,-1.1203128019994,-0.0890117975074001,1,1,0,0,1,1,1,0,0,0,1
"52","0",1,-3.536075,-0.1065529,-3.384018,6.029783,1.569476,1,3.361321,-0.2417568,0,-0.3456531,0.6346489,1.40014,-0.0890118,0.75,1,0,1,0,1,0,0,1,0,0
"53","0",0,1.116278,-0.2226842,0.2091167,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,1.815729,-0.5441428,0.8548017,-0.0890118,1,1,0,0,1,1,0,0,0,1,0
"54","0",0,-0.438096242542513,-0.227991282217942,0.234228859517237,2.18190576893974e-19,-0.198511962336195,1,-0.107199462985264,0.12022624993335,1,0.713739031757453,-0.394875805887819,-0.87704883866638,-0.0890117975074001,1,1,0,1,0,0,0,0,1,0,1
"55","0",0,-0.1450199,-0.2164406,0.3597898,2.181906e-19,-0.198512,0.5,0.2737956,0.7924805,1,0.02291162,-0.3626701,-0.4850624,-0.0890118,2,1,0,0,1,1,0,1,0,0,1
"56","0",1,0.7022433,-0.001972297,-0.04116806,-3.493316,-0.198512,0.3333333,0.8748886,0.1202262,0.1727968,-0.3055246,0.2767013,1.410413,0.2014672,0.75,1,0,1,0,1,0,0,1,0,0
"58","0",0,0.2509955,-0.2264304,-1.05704,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,3.745601,-0.3203685,0.5973878,-0.0890118,1,1,0,0,1,1,0,1,0,0,1
"59","0",1,-0.6345851,-0.2236207,0.123819,-0.05377915,-0.198512,0.5,-0.07472696,-0.2417568,0,-0.3277497,-0.3699189,-0.43773,-0.0890118,2,1,0,0,1,0,0,1,0,0,1
"61","0",1,-0.9671525,0.6411204,2.461261,2.181906e-19,-0.198512,1,1.557749,-0.2417568,0,0.7168258,0.17552,1.733005,-0.0890118,1,1,0,0,0,1,0,1,0,0,1
"62","0",0,-0.07625575,0.1160321,0.3597898,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,5.615589,0.07678504,0.8254084,-0.0890118,1,1,0,0,0,1,0,0,1,0,1
"63","0",0,1.158255,-0.2023924,-0.4186879,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,5.805736,-0.6329403,0.4736175,-0.0890118,1,1,0,0,1,0,1,0,0,0,0
"64","0",0,1.608674,1.557059,-0.1518291,2.181906e-19,-0.198512,1,-0.2018035,-0.04669965,1,0.6359515,0.01400867,-0.04524308,-0.0890118,1,1,0,0,1,1,1,0,0,0,0
"65","0",1,-3.736223,4.769401,-0.9280466,2.181906e-19,-0.198512,1,0.08400146,-0.2417568,0,-0.3456531,1.51801,-0.1752107,-0.0890118,1,1,0,0,1,1,0,0,0,1,0
"66","0",0,-3.921596,0.2777418,0.04170214,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,-0.3456531,1.750667,1.093861,-0.0890118,1,1,0,0,1,0,1,0,0,0,0
"67","0",0,-0.2946994,-0.1746083,0.5439458,1.918356,-0.198512,0.3333333,2.412057,1.826718,0.4302926,0.48655,-0.3711432,1.152966,0.2014672,0.75,1,0,0,1,1,0,1,0,0,1
"68","0",0,1.232956,-0.1624333,0.04178584,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,0.5013667,-0.421572,0.6787777,-0.0890118,1,1,0,0,1,0,0,1,0,0,0
"70","0",1,1.040886,0.6133363,-1.598542,0.1162887,0.6854822,0.6666667,0.7631106,-0.2417568,0,0.6297779,-0.1011165,0.447562,0.2014672,3,1,0,0,1,1,1,0,0,0,0
"71","0",1,0.496226872827912,-0.186783400960347,0.394695697751643,2.18190576893974e-19,-0.198511962336195,1,0.00516478115621915,-0.241756803005203,0,-0.0789530128939564,-0.177549499831434,-1.36975989572638,-0.0890117975074001,1,1,0,1,0,0,0,0,0,1,1
"72","0",1,-4.077282,1.889844,0.8369212,2.181906e-19,-0.198512,1,0.5668688,-0.2417568,0,1.94661,4.111752,1.136686,-0.0890118,1,1,0,0,0,0,0,1,0,0,0
"73","0",0,1.150522,0.08512618,-0.0001514989,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,-0.3456531,-0.3737555,-0.3484795,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"75","0",0,1.729219,-0.03194167,-0.1257124,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,0.8483238,-0.3028129,0.8059701,-0.0890118,1,1,0,0,1,0,0,0,1,0,0
"77","0",1,0.420696725172902,-0.207699522507762,0.418719684487832,2.18190576893974e-19,-0.198511962336195,1,0.0923247347495347,-0.241756803005203,0,-0.313550346980822,0.136019234989431,-0.656378367154151,-0.0890117975074001,1,1,0,0,1,1,1,0,0,0,1
"78","0",0,-0.2689474,-0.1958366,0.2091167,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,0.1111943,-0.4027417,-0.3825237,-0.0890118,1,1,0,0,1,0,0,0,1,0,1
"79","0",1,-3.20247203057412,2.65593604397649,0.110007269564259,2.18190576893974e-19,-0.198511962336195,1,0.111843406267069,-0.241756803005203,0,-0.307994094331396,-0.07398706361057,-1.42429075796499,-0.0890117975074001,1,1,0,1,0,0,0,0,1,0,0
"80","0",0,0.4918773,-0.2192502,11.98639,2.181906e-19,0.6854822,1,17.27204,30.78536,1,-0.3456531,0.4610162,-0.1419766,-0.0890118,0.5,1,0,1,0,1,0,0,0,0,1
"81","0",0,-0.08309074,-0.2348593,0.3597898,-0.3920989,-0.198512,0.2,0.8239525,1.763216,1,3.812893,-0.6379735,0.773356,-0.0890118,1.25,1,0,0,1,0,0,0,1,0,1
"82","0",0,-0.5089316,1.211475,-0.0404147,2.181906e-19,-0.198512,1,-0.1940077,-0.03294429,1,-0.3456531,0.2669519,0.4379789,-0.0890118,1,1,0,1,0,1,1,0,0,0,1
"83","0",1,0.1113959,-0.2192502,1.290615,2.181906e-19,-0.198512,1,0.6325172,-0.2417568,0,0.1642874,-0.3391774,-0.256892,-0.0890118,1,1,0,0,1,1,0,0,0,1,1
"84","0",1,-0.5771435,-0.2217477,1.622681,-1.784315,-0.198512,0.5,1.363266,-0.2417568,0,1.076748,0.4751075,1.602979,0.2014672,2,1,0,1,0,1,1,0,0,0,1
"85","0",0,0.4101336,-0.1855347,0.3597898,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,-0.09500441,-0.4745179,-0.4925744,-0.0890118,1,1,0,0,1,1,0,1,0,0,1
"86","0",1,1.37131336416909,0.0401721268750451,0.658541015495433,2.18190576893974e-19,-0.198511962336195,1,1.44608821033206,-0.241756803005203,0,-0.345653140066393,-0.0163089023347227,-0.74339588222546,-0.0890117975074001,1,1,0,0,1,1,0,0,0,1,0
"87","0",1,0.01480848,-0.2017681,-1.065578,2.181906e-19,-0.198512,1,0.5668688,-0.2417568,0,0.3371486,0.7047357,1.391866,-0.0890118,1,1,0,0,1,1,0,0,1,0,1
"88","0",1,-2.976917,-0.2323618,1.862168,2.181906e-19,-0.198512,1,1.138244,-0.2417568,0,1.400862,-0.1307921,2.017238,-0.0890118,1,1,0,0,1,0,0,0,0,1,0
"89","0",1,-4.006378,-0.09437785,0.2477894,2.181906e-19,-0.198512,1,0.07708493,-0.2417568,0,-0.3450358,3.218655,1.081592,-0.0890118,1,1,0,1,0,1,1,0,0,0,0
"90","0",0,-3.89294461439291,2.96561951524569,0.0126557135566362,2.18190576893974e-19,-0.198511962336195,0.5,0.859941918514202,1.8267177852151,1,1.21256704739479,0.433836954253604,-1.28362486487032,-0.0890117975074001,2,1,0,0,1,0,0,0,0,0,0
"91","0",0,-0.3859708,-0.173984,0.1505216,0.436519,-0.198512,0.5,0.1272591,0.5339212,1,0.2612131,-0.3998665,-0.4790006,-0.0890118,2,1,0,0,1,0,0,1,0,0,1
"92","0",0,0.3644288,-0.1917783,0.2091167,-0.2668877,-0.198512,0.125,1.673865,3.26286,1,1.687318,-0.004958404,-0.1328239,1.653862,8,1,0,0,0,1,0,0,0,0,1
"93","0",1,1.313734,0.4413246,0.07736143,2.181906e-19,-0.198512,1,0.3689272,-0.2417568,0,-0.3425663,-0.06994346,1.791765,-0.0890118,1,1,0,0,1,0,0,1,0,0,0
"94","0",0,1.302963,-0.2357958,-0.0001514989,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,-0.2832996,-0.6516034,0.2868845,-0.0890118,1,1,0,0,0,1,0,0,1,0,0
"95","0",1,1.51836931892701,0.899918376749418,-0.235620051807603,2.18190576893974e-19,-0.198511962336195,1,-0.180526364091678,-0.241756803005203,0,-0.303055203087462,-0.280886550295393,-1.39552292426888,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,0
"97","0",0,1.21935554425256,0.0117636632807939,0.0545093489855369,2.18190576893974e-19,-0.198511962336195,1,-0.107199462985264,0.12022624993335,1,3.17824576248053,-0.349417709878841,-0.819980043608014,-0.0890117975074001,1,1,0,1,0,1,0,0,0,1,0
"100","0",1,0.0587871876888436,-0.0800175267929409,-0.354819205509113,2.18190576893974e-19,-0.198511962336195,1,-0.11722256457535,-0.241756803005203,0,0.697687635214668,-0.0695795550080442,-1.3652794522246,-0.0890117975074001,1,1,0,0,1,1,0,0,0,1,1
"101","0",0,-3.780892,0.5290474,0.1254094,2.181906e-19,-0.198512,1,-0.01927752,0.2753618,1,-0.3456531,-0.3130967,0.5014371,-0.0890118,1,1,0,0,1,1,1,0,0,0,0
"102","0",0,0.4015725,-0.148073,2.033935,2.181906e-19,-0.198512,1,1.153015,2.343836,1,2.429386,-0.4714593,-0.3716353,-0.0890118,1,1,0,0,1,0,0,0,1,0,1
"103","0",1,0.732621,-0.203329,0.3271439,2.181906e-19,-0.198512,1,-0.04213722,-0.2417568,0,-0.3456531,-0.4604415,0.7674417,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"104","0",1,0.979647433961711,0.994197014172098,-0.238633513558484,2.18190576893974e-19,-0.198511962336195,1,0.0386923490482006,-0.241756803005203,0,-0.276508662651317,3.44709985327589,-1.68653280082651,-0.0890117975074001,1,1,0,0,1,1,1,0,0,0,0
"105","0",1,-0.1972144,0.1591131,-1.298702,2.181906e-19,-0.198512,1,-0.1256045,-0.2417568,0,-0.3450358,1.918975,1.419368,-0.0890118,1,1,0,1,0,1,0,0,0,1,1
"106","0",0,-2.339606,0.00395914,-0.08385877,2.181906e-19,-0.198512,1,-0.2244287,-0.08662121,1,1.25393,-0.5397663,-0.2697683,-0.0890118,1,1,0,0,0,1,0,0,1,0,0
"107","0",0,-1.088525,6.600654,-1.556521,2.181906e-19,-0.198512,1,-0.1658141,0.01680252,1,0.006242861,11.84951,1.057846,-0.0890118,1,1,0,0,0,1,1,0,0,0,1
"108","0",0,-4.091919,-0.1864712,0.8424459,2.181906e-19,-0.198512,1,0.5668688,1.309599,1,3.405435,0.100455,0.3222416,-0.0890118,1,1,0,0,1,0,0,0,0,1,0
"109","0",0,0.7671412,-0.2242451,0.2446086,2.181906e-19,-0.198512,1,0.2737956,0.7924805,1,-0.3228108,-0.3833458,0.6755964,-0.0890118,1,1,0,0,1,1,0,1,0,0,0
"110","0",1,0.577073127767597,-0.230488729566887,0.263275282504894,2.18190576893974e-19,-0.198511962336195,1,-0.0868601866591846,-0.241756803005203,0,2.03983133075374,-0.280590476047338,-1.39729540546532,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,0
"111","0",1,-3.22960488983228,0.0695171332251508,-0.856142050676487,2.18190576893974e-19,-0.198511962336195,1,0.407085293455725,-0.241756803005203,0,-0.345653140066393,-0.0987844782427127,-0.808874616306478,-0.0890117975074001,1,1,0,0,1,1,0,0,0,1,0
"112","0",1,-0.02558013,-0.2195624,1.087959,2.181906e-19,-0.198512,1,0.8733061,-0.2417568,0,-0.3116983,-0.2306793,0.04312988,-0.0890118,1,1,0,0,1,1,0,1,0,0,1
"113","0",1,-0.3928058,1.228333,-0.7345154,-3.492152,-0.198512,0.5,1.153015,0.01680252,0.1,0.5766848,1.757875,1.49127,0.2014672,2,1,0,0,1,0,0,0,0,1,1
"115","0",1,0.195279968231763,-0.207387341589144,0.223179499764007,2.18190576893974e-19,-0.198511962336195,1,-0.11493659403726,-0.241756803005203,0,1.31813584773388,-0.351786465254569,-0.829428285863871,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,1
"117","0",0,-0.0237850761095032,-0.227991282217942,0.679049296855595,2.18190576893974e-19,-0.198511962336195,1,0.273795626696344,0.792480491104948,1,1.50025746235395,-0.650448014312918,-0.910622379647816,-0.0890117975074001,1,1,0,0,1,1,0,0,1,0,1
"118","0",1,0.4940176,-0.1758571,0.5026781,2.181906e-19,-0.198512,1,0.08077765,-0.2417568,0,-0.3333059,-0.1613739,-0.3057827,-0.0890118,1,1,0,0,1,1,0,0,1,0,1
"119","0",1,0.566302832489552,-0.226118196706233,0.431526896929075,2.18190576893974e-19,-0.198511962336195,1,0.0309552179962049,-0.241756803005203,0,6.96328853955046,-0.336104616690638,-0.832394871592678,-0.0890117975074001,1,1,0,0,1,0,0,0,1,0,0
"120","0",1,1.640087,-0.2336105,0.07175305,0.4984465,-0.198512,0.3333333,0.4413749,0.7924805,0.7776654,-0.03635508,-0.4650442,0.8978014,-0.0890118,0.75,1,0,1,0,1,0,0,0,1,0
"121","0",0,-3.50107156312249,-0.234234900590305,-1.09788864891382,2.18190576893974e-19,-0.198511962336195,1,-0.201803474484667,-0.0466996493360286,1,1.24590456329134,-0.318792083314758,-0.778326221646789,-0.0890117975074001,1,1,0,1,0,1,0,0,0,1,0
"122","0",0,-1.1090994464356,12.5202287104726,-0.114830459959796,2.18190576893974e-19,-0.198511962336195,1,-0.171675555085229,0.00646014758123321,1,-0.0993259392751843,2.13572717404084,-1.72687234943803,-0.0890117975074001,1,1,0,1,0,1,1,0,0,0,1
"123","0",1,-0.6285786,0.7585004,0.3576971,2.181906e-19,-0.198512,1,0.06571369,-0.2417568,0,0.003773415,-0.3829317,0.8482302,-0.0890118,1,1,0,1,0,0,0,0,1,0,1
"124","0",1,1.537701,-0.124035,3.175535,2.181906e-19,-0.198512,1,2.30913,-0.2417568,0,-0.341949,1.656521,0.9391095,-0.0890118,1,1,0,0,1,1,0,0,0,1,0
"125","0",0,0.3729208,-0.2005194,-0.1110636,2.181906e-19,-0.198512,1,-0.1658141,0.01680252,1,5.971189,-0.4526163,0.8714508,-0.0890118,1,1,0,0,1,0,0,0,0,1,1
"126","0",0,-0.8299693,-0.1115478,-1.296024,2.181906e-19,-0.198512,1,-0.1071995,0.1202262,1,3.805485,-0.1221435,0.8527713,-0.0890118,1,1,0,0,1,1,0,0,0,1,1
"127","0",1,0.2054979,-0.2111335,1.44112,2.181906e-19,-0.198512,1,0.7379063,-0.2417568,0,1.369994,-0.47379,-0.3364748,-0.0890118,1,1,0,0,1,1,0,0,1,0,1
"129","0",1,1.239653,1.146853,-0.07557175,-1.042407,-0.198512,0.5,0.1196392,-0.1693602,0.09497965,-0.2407017,-0.1332151,-0.3652966,-0.0890118,0.5,1,0,0,1,1,0,0,1,0,0
"130","0",0,1.188564,0.595542,-0.5757227,2.181906e-19,-0.198512,1,-0.2830434,-0.1900449,1,-0.3456531,-0.2753674,-0.2795791,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"131","0",1,-0.841499,0.2259198,-0.1108125,2.181906e-19,-0.198512,1,-0.2247218,-0.2417568,0,0.8736356,-0.3911983,0.2817414,-0.0890118,1,1,0,0,1,0,0,0,1,0,1
"132","0",0,-3.854489,-0.2105092,-0.1473926,2.181906e-19,-0.198512,1,-0.2018035,-0.04669965,1,0.9829086,-0.5397663,-0.270157,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"133","0",1,-3.991189,1.598579,-0.1021907,2.181906e-19,-0.198512,1,-0.09072875,-0.2417568,0,0.5470515,0.07533256,0.2411296,-0.0890118,1,1,0,0,1,1,0,0,1,0,0
"134","0",1,-0.7800531,0.3863808,1.824667,2.181906e-19,-0.198512,1,1.135372,-0.2417568,0,0.6902793,-0.3997112,0.3353388,-0.0890118,1,1,0,0,1,0,0,0,0,1,1
"135","0",0,0.6848451,-0.1524435,1.196862,2.181906e-19,-0.198512,1,0.5668688,1.309599,1,1.905247,1.184014,0.4061363,-0.0890118,1,1,0,0,1,1,0,0,0,0,0
"136","0",1,0.27688566706926,-0.218001492822161,0.256997237190559,2.18190576893974e-19,-0.198511962336195,1,-0.0912562838478185,-0.241756803005203,0,-0.345653140066393,0.206838533780185,-0.59211733903055,-0.0890117975074001,1,1,0,0,1,1,1,0,0,0,1
